order,cluster,parent_genre,child_genre,parent_colour,child_colour,normalised_child
1,electronic music,21st century classical,american 21st century classical,#FF227A,#FC528E,american21stcenturyclassical
2,rhythm music,abstract hip hop,chill abstract hip hop,#66CC99,#54C78C,chillabstracthiphop
3,rhythm music,adult standards,deep adult standards,#4364B3,#4762A7,deepadultstandards
4,heavy / experimental,african metal,south african metal,#D0802F,#CB8844,southafricanmetal
5,electronic music,afro house,afro house angolano,#D52633,#DE2738,afrohouseangolano
6,rock,alternative rock,aberdeen indie,#DCB250,#DEC75A,aberdeenindie
7,rock,alternative rock,album rock,#DCB250,#D4B245,albumrock
8,rock,alternative rock,alternative rock / indie ii,#DCB250,#DCA248,alternativerockindieii
9,rock,alternative rock,american post-rock,#DCB250,#D39D3D,americanpostrock
10,rock,alternative rock,anarcho-punk,#DCB250,#DEC45A,anarchopunk
11,rock,alternative rock,apostolic worship,#DCB250,#DEBF5B,apostolicworship
12,rock,alternative rock,athens indie,#DCB250,#DEB844,athensindie
13,rock,alternative rock,atlanta indie,#DCB250,#E0B153,atlantaindie
14,rock,alternative rock,australian alternative rock,#DCB250,#DAC048,australianalternativerock
15,rock,alternative rock,australian post-rock,#DCB250,#D5AA3D,australianpostrock
16,rock,alternative rock,austrian stoner rock,#DCB250,#E0C261,austrianstonerrock
17,rock,alternative rock,bagpipe,#DCB250,#DBB557,bagpipe
18,rock,alternative rock,bagpipe marching band,#DCB250,#E0B15E,bagpipemarchingband
19,rock,alternative rock,baltimore indie,#DCB250,#DAC04C,baltimoreindie
20,rock,alternative rock,baton rouge indie,#DCB250,#D7993B,batonrougeindie
21,rock,alternative rock,beatlesque,#DCB250,#DEAA5D,beatlesque
22,rock,alternative rock,belgian post-rock,#DCB250,#D9A43B,belgianpostrock
23,rock,alternative rock,boston indie,#DCB250,#DEAC49,bostonindie
24,rock,alternative rock,boston punk,#DCB250,#DABD38,bostonpunk
25,rock,alternative rock,brazilian groove metal,#DCB250,#DAB959,braziliangroovemetal
26,rock,alternative rock,british math rock,#DCB250,#DBA849,britishmathrock
27,rock,alternative rock,british post-rock,#DCB250,#DDA63A,britishpostrock
28,rock,alternative rock,bubblegrunge,#DCB250,#D3B73E,bubblegrunge
29,rock,alternative rock,bury st edmunds indie,#DCB250,#D8B43F,burystedmundsindie
30,rock,alternative rock,california hardcore,#DCB250,#DEC663,californiahardcore
31,rock,alternative rock,canadian indie,#DCB250,#D9BB42,canadianindie
32,rock,alternative rock,canadian psychedelic rock,#DCB250,#DDAE57,canadianpsychedelicrock
33,rock,alternative rock,cardiff indie,#DCB250,#DEA958,cardiffindie
34,rock,alternative rock,celtic rock,#DCB250,#D59F46,celticrock
35,rock,alternative rock,chamber psych,#DCB250,#DFBF48,chamberpsych
36,rock,alternative rock,charlotte nc indie,#DCB250,#DEAA5A,charlottencindie
37,rock,alternative rock,christchurch indie,#DCB250,#DABA52,christchurchindie
38,rock,alternative rock,cinematic post-rock,#DCB250,#DB9B35,cinematicpostrock
39,rock,alternative rock,cowpunk,#DCB250,#DFC960,cowpunk
40,rock,alternative rock,crack rock steady,#DCB250,#D7BB41,crackrocksteady
41,rock,alternative rock,crossover prog,#DCB250,#D8AB3F,crossoverprog
42,rock,alternative rock,czech psychedelic,#DCB250,#DAB151,czechpsychedelic
43,rock,alternative rock,dalarna indie,#DCB250,#DBB25F,dalarnaindie
44,rock,alternative rock,dc hardcore,#DCB250,#E0B859,dchardcore
45,rock,alternative rock,deep ccm,#DCB250,#D9AD58,deepccm
46,rock,alternative rock,deep psychobilly,#DCB250,#DCB84F,deeppsychobilly
47,rock,alternative rock,denver indie,#DCB250,#E3B566,denverindie
48,rock,alternative rock,double drumming,#DCB250,#DBB337,doubledrumming
49,rock,alternative rock,dream pop & shoegaze,#DCB250,#DBAD59,dreampop&shoegaze
50,rock,alternative rock,dreampunk,#DCB250,#DAB459,dreampunk
51,rock,alternative rock,dresden indie,#DCB250,#E3AF60,dresdenindie
52,rock,alternative rock,dublin indie,#DCB250,#D7A14B,dublinindie
53,rock,alternative rock,dungeon synth,#DCB250,#E2BD62,dungeonsynth
54,rock,alternative rock,emo punk,#DCB250,#DDB95C,emopunk
55,rock,alternative rock,estonian indie,#DCB250,#D3AF3D,estonianindie
56,rock,alternative rock,ethereal wave,#DCB250,#DCB04A,etherealwave
57,rock,alternative rock,finnish psychedelic rock,#DCB250,#DEBD6B,finnishpsychedelicrock
58,rock,alternative rock,florida hardcore,#DCB250,#E3B264,floridahardcore
59,rock,alternative rock,fort wayne indie,#DCB250,#D9A045,fortwayneindie
60,rock,alternative rock,gainesville indie,#DCB250,#DBB15F,gainesvilleindie
61,rock,alternative rock,gaita,#DCB250,#D7AD4B,gaita
62,rock,alternative rock,german stoner rock,#DCB250,#E3BA61,germanstonerrock
63,rock,alternative rock,gothenburg indie,#DCB250,#DCB363,gothenburgindie
64,rock,alternative rock,grunge,#DCB250,#D7A440,grunge
65,rock,alternative rock,h8000,#DCB250,#DEC25D,h8000
66,rock,alternative rock,hampton roads indie,#DCB250,#D5A640,hamptonroadsindie
67,rock,alternative rock,hardcore,#DCB250,#DCB751,hardcore
68,rock,alternative rock,hardcore punk espanol,#DCB250,#D4A53E,hardcorepunkespanol
69,rock,alternative rock,heavy psych,#DCB250,#DEB14F,heavypsych
70,rock,alternative rock,horror synth,#DCB250,#D8B14C,horrorsynth
71,rock,alternative rock,houston indie,#DCB250,#E0BA56,houstonindie
72,rock,alternative rock,hypnagogic pop,#DCB250,#DFCA66,hypnagogicpop
73,rock,alternative rock,icelandic punk,#DCB250,#D7BA3B,icelandicpunk
74,rock,alternative rock,indian instrumental rock,#DCB250,#DFBE47,indianinstrumentalrock
75,rock,alternative rock,indie psych-pop,#DCB250,#DEC554,indiepsychpop
76,rock,alternative rock,indie rock,#DCB250,#DEA24D,indierock
77,rock,alternative rock,indie tabasqueno,#DCB250,#DDB744,indietabasqueno
78,rock,alternative rock,indonesian blues,#DCB250,#DCBC61,indonesianblues
79,rock,alternative rock,indonesian indie,#DCB250,#E1B956,indonesianindie
80,rock,alternative rock,indonesian reggae,#DCB250,#D9AF3F,indonesianreggae
81,rock,alternative rock,industrial noise,#DCB250,#DEBE43,industrialnoise
82,rock,alternative rock,instrumental stoner rock,#DCB250,#D5A23D,instrumentalstonerrock
83,rock,alternative rock,irish rock,#DCB250,#DAB955,irishrock
84,rock,alternative rock,italian industrial,#DCB250,#D7B450,italianindustrial
85,rock,alternative rock,italian modern prog,#DCB250,#D7B23D,italianmodernprog
86,rock,alternative rock,italian occult psychedelia,#DCB250,#D7AF45,italianoccultpsychedelia
87,rock,alternative rock,italian post-hardcore,#DCB250,#E4B964,italianposthardcore
88,rock,alternative rock,italian post-rock,#DCB250,#DFAE47,italianpostrock
89,rock,alternative rock,jangle pop,#DCB250,#DD9C3F,janglepop
90,rock,alternative rock,jangle pop / indie rock,#DCB250,#DCAB63,janglepopindierock
91,rock,alternative rock,jangle rock,#DCB250,#DBAF4E,janglerock
92,rock,alternative rock,japanese celtic,#DCB250,#DFC45C,japaneseceltic
93,rock,alternative rock,japanese garage rock,#DCB250,#D4A142,japanesegaragerock
94,rock,alternative rock,japanese psychedelic rock,#DCB250,#D7A841,japanesepsychedelicrock
95,rock,alternative rock,japanoise,#DCB250,#DEA84E,japanoise
96,rock,alternative rock,jazz metal,#DCB250,#D7B93E,jazzmetal
97,rock,alternative rock,kc indie,#DCB250,#D9A745,kcindie
98,rock,alternative rock,kingston on indie,#DCB250,#DAA858,kingstononindie
99,rock,alternative rock,knoxville indie,#DCB250,#D8B656,knoxvilleindie
100,rock,alternative rock,korean dream pop,#DCB250,#DEAC44,koreandreampop
101,rock,alternative rock,lincoln ne indie,#DCB250,#DDAC54,lincolnneindie
102,rock,alternative rock,louisiana metal,#DCB250,#DDB061,louisianametal
103,rock,alternative rock,louisville indie,#DCB250,#DBA451,louisvilleindie
104,rock,alternative rock,martial industrial,#DCB250,#DEB951,martialindustrial
105,rock,alternative rock,mecha,#DCB250,#E2C965,mecha
106,rock,alternative rock,mexican post-rock,#DCB250,#D69C3D,mexicanpostrock
107,rock,alternative rock,milwaukee indie,#DCB250,#DDAE5C,milwaukeeindie
108,rock,alternative rock,mississippi indie,#DCB250,#DDB965,mississippiindie
109,rock,alternative rock,modern progressive rock,#DCB250,#DAB244,modernprogressiverock
110,rock,alternative rock,nashville indie,#DCB250,#E1C458,nashvilleindie
111,rock,alternative rock,neofolk,#DCB250,#D8BD55,neofolk
112,rock,alternative rock,neo-progressive,#DCB250,#DBA13C,neoprogressive
113,rock,alternative rock,neo-trad prog,#DCB250,#DEAC5A,neotradprog
114,rock,alternative rock,new isolationism,#DCB250,#E2AF5D,newisolationism
115,rock,alternative rock,new jersey hardcore,#DCB250,#DC9E3B,newjerseyhardcore
116,rock,alternative rock,new jersey punk,#DCB250,#E3B864,newjerseypunk
117,rock,alternative rock,noise,#DCB250,#DAAE3D,noise
118,rock,alternative rock,noise pop,#DCB250,#DCAD5B,noisepop
119,rock,alternative rock,noise punk,#DCB250,#E2AC59,noisepunk
120,rock,alternative rock,noise rock,#DCB250,#DFB55E,noiserock
121,rock,alternative rock,norsk lovsang,#DCB250,#DBA049,norsklovsang
122,rock,alternative rock,northern irish punk,#DCB250,#D7BD50,northernirishpunk
123,rock,alternative rock,norwegian prog,#DCB250,#DBB44C,norwegianprog
124,rock,alternative rock,norwegian psychedelic,#DCB250,#E2B95C,norwegianpsychedelic
125,rock,alternative rock,nottingham indie,#DCB250,#DAAB4A,nottinghamindie
126,rock,alternative rock,nyhc,#DCB250,#DCAE67,nyhc
127,rock,alternative rock,oakland indie,#DCB250,#D9A256,oaklandindie
128,rock,alternative rock,ohio hardcore,#DCB250,#D8AF37,ohiohardcore
129,rock,alternative rock,okc indie,#DCB250,#D9BB3B,okcindie
130,rock,alternative rock,omaha indie,#DCB250,#E2AD64,omahaindie
131,rock,alternative rock,ontario indie,#DCB250,#D7A949,ontarioindie
132,rock,alternative rock,orebro indie,#DCB250,#E0AF53,orebroindie
133,rock,alternative rock,oslo indie,#DCB250,#DCBF50,osloindie
134,rock,alternative rock,oth indie,#DCB250,#E3BB61,othindie
135,rock,alternative rock,palm desert scene,#DCB250,#D9B958,palmdesertscene
136,rock,alternative rock,pinoy metal,#DCB250,#E3C666,pinoymetal
137,rock,alternative rock,pittsburgh indie,#DCB250,#D5B53A,pittsburghindie
138,rock,alternative rock,popgaze,#DCB250,#DDC362,popgaze
139,rock,alternative rock,portland punk,#DCB250,#DFB85E,portlandpunk
140,rock,alternative rock,portuguese post-rock,#DCB250,#D8B83E,portuguesepostrock
141,rock,alternative rock,post-grunge,#DCB250,#DDA14D,postgrunge
142,rock,alternative rock,post-rock,#DCB250,#DAB23A,postrock
143,rock,alternative rock,psychedelic pop,#DCB250,#DAB435,psychedelicpop
144,rock,alternative rock,psychedelic punk,#DCB250,#DABB43,psychedelicpunk
145,rock,alternative rock,punk ecuatoriano,#DCB250,#D7AB48,punkecuatoriano
146,rock,alternative rock,punk mexicano,#DCB250,#DCBF59,punkmexicano
147,rock,alternative rock,rap rock / funk metal,#DCB250,#DBAC48,raprockfunkmetal
148,rock,alternative rock,rautalanka,#DCB250,#DEA04B,rautalanka
149,rock,alternative rock,rhode island indie,#DCB250,#DB9F3B,rhodeislandindie
150,rock,alternative rock,riot grrrl,#DCB250,#E1AA56,riotgrrrl
151,rock,alternative rock,rochester ny indie,#DCB250,#E1B15C,rochesternyindie
152,rock,alternative rock,rock quebecois,#DCB250,#DCC461,rockquebecois
153,rock,alternative rock,rock urbano mexicano,#DCB250,#E2B863,rockurbanomexicano
154,rock,alternative rock,rock viet,#DCB250,#D7AF39,rockviet
155,rock,alternative rock,rotterdam indie,#DCB250,#DDB35B,rotterdamindie
156,rock,alternative rock,rune folk,#DCB250,#DDC66A,runefolk
157,rock,alternative rock,san antonio indie,#DCB250,#DBB150,sanantonioindie
158,rock,alternative rock,sasscore,#DCB250,#E0B05D,sasscore
159,rock,alternative rock,scottish hush,#DCB250,#E0A753,scottishhush
160,rock,alternative rock,seattle indie,#DCB250,#D7A650,seattleindie
161,rock,alternative rock,shoegaze brasileiro,#DCB250,#D8A141,shoegazebrasileiro
162,rock,alternative rock,skate punk & pop punk,#DCB250,#D99B41,skatepunk&poppunk
163,rock,alternative rock,skinhead oi,#DCB250,#E0AC54,skinheadoi
164,rock,alternative rock,socal indie,#DCB250,#DBA955,socalindie
165,rock,alternative rock,solo wave,#DCB250,#DEBD48,solowave
166,rock,alternative rock,space ambient,#DCB250,#DEA248,spaceambient
167,rock,alternative rock,space rock,#DCB250,#DFBE65,spacerock
168,rock,alternative rock,spanish psychedelic rock,#DCB250,#DBC064,spanishpsychedelicrock
169,rock,alternative rock,st petersburg fl indie,#DCB250,#DEBC50,stpetersburgflindie
170,rock,alternative rock,stl indie,#DCB250,#DCBA68,stlindie
171,rock,alternative rock,straight edge,#DCB250,#DAB74F,straightedge
172,rock,alternative rock,svensk indie,#DCB250,#DFA749,svenskindie
173,rock,alternative rock,swedish psychedelic rock,#DCB250,#D7A849,swedishpsychedelicrock
174,rock,alternative rock,swedish stoner rock,#DCB250,#DDB73F,swedishstonerrock
175,rock,alternative rock,tape club,#DCB250,#E3B066,tapeclub
176,rock,alternative rock,thai post-rock,#DCB250,#DCB93D,thaipostrock
177,rock,alternative rock,toronto indie,#DCB250,#DBA03D,torontoindie
178,rock,alternative rock,triangle indie,#DCB250,#D7B538,triangleindie
179,rock,alternative rock,trondheim indie,#DCB250,#D5B249,trondheimindie
180,rock,alternative rock,twee pop,#DCB250,#D6B94B,tweepop
181,rock,alternative rock,uk beatdown,#DCB250,#E1A950,ukbeatdown
182,rock,alternative rock,uk stoner rock,#DCB250,#DBB660,ukstonerrock
183,rock,alternative rock,umea hardcore,#DCB250,#DA983D,umeahardcore
184,rock,alternative rock,underground grunge,#DCB250,#D5B53D,undergroundgrunge
185,rock,alternative rock,utah indie,#DCB250,#D6B44A,utahindie
186,rock,alternative rock,utopian virtual,#DCB250,#D6B04C,utopianvirtual
187,rock,alternative rock,vancouver indie,#DCB250,#DBA149,vancouverindie
188,rock,alternative rock,video game music,#DCB250,#E0A851,videogamemusic
189,rock,alternative rock,welsh indie,#DCB250,#D5953B,welshindie
190,rock,alternative rock,wyoming indie,#DCB250,#DFC860,wyomingindie
191,electronic music,ambient,ambient country,#FF227A,#FD137F,ambientcountry
192,electronic music,ambient,ambient folk,#FF227A,#FF3383,ambientfolk
193,electronic music,ambient,ambient guitar,#FF227A,#FC2E6E,ambientguitar
194,electronic music,ambient,ambient industrial,#FF227A,#FF3C69,ambientindustrial
195,electronic music,ambient,ambient lo-fi,#FF227A,#FD0979,ambientlofi
196,electronic music,ambient,ambient post-rock,#FF227A,#FF1C67,ambientpostrock
197,electronic music,ambient,ambient synth,#FF227A,#FF3093,ambientsynth
198,electronic music,ambient,ambient techno,#FF227A,#FD448B,ambienttechno
199,electronic music,ambient,ambient worship,#FF227A,#FF0D4B,ambientworship
200,electronic music,ambient,argentine ambient,#FF227A,#FC47A1,argentineambient
201,electronic music,ambient,australian ambient,#FF227A,#FE4378,australianambient
202,electronic music,ambient,compositional ambient,#FF227A,#FF3D8B,compositionalambient
203,electronic music,ambient,dark ambient,#FF227A,#FB1F69,darkambient
204,electronic music,ambient,deep ambient,#FF227A,#FF3F6E,deepambient
205,electronic music,ambient,drone ambient,#FF227A,#FD0D6D,droneambient
206,electronic music,ambient,experimental ambient,#FF227A,#FC1455,experimentalambient
207,electronic music,ambient,nordic ambient,#FF227A,#FF3C86,nordicambient
208,electronic music,ambient,organic ambient,#FF227A,#FF3199,organicambient
209,electronic music,ambient,ritual ambient,#FF227A,#FF0A51,ritualambient
210,electronic music,american classical piano,latin american classical piano,#FF227A,#D50255,latinamericanclassicalpiano
211,heavy / experimental,argentine metal,argentine heavy metal,#D0802F,#CF9743,argentineheavymetal
212,electronic music,baroque ensemble,italian baroque ensemble,#FF227A,#FF0560,italianbaroqueensemble
213,rhythm music,bedroom pop,japanese bedroom pop,#66CC99,#8FD8B5,japanesebedroompop
214,heavy / experimental,black metal,atmospheric black metal,#D0802F,#CD8646,atmosphericblackmetal
215,heavy / experimental,black metal,australian black metal,#D0802F,#CE873D,australianblackmetal
216,heavy / experimental,black metal,austrian black metal,#D0802F,#B86F28,austrianblackmetal
217,heavy / experimental,black metal,autonomous black metal,#D0802F,#C4792D,autonomousblackmetal
218,heavy / experimental,black metal,avant-garde black metal,#D0802F,#D0A330,avantgardeblackmetal
219,heavy / experimental,black metal,baltic black metal,#D0802F,#D19D49,balticblackmetal
220,heavy / experimental,black metal,belgian black metal,#D0802F,#D3983F,belgianblackmetal
221,heavy / experimental,black metal,black metal argentino,#D0802F,#CB9437,blackmetalargentino
222,heavy / experimental,black metal,brazilian black metal,#D0802F,#CF8030,brazilianblackmetal
223,heavy / experimental,black metal,british black metal,#D0802F,#B8742B,britishblackmetal
224,heavy / experimental,black metal,canadian black metal,#D0802F,#CE8D4B,canadianblackmetal
225,heavy / experimental,black metal,chinese black metal,#D0802F,#CA8D3D,chineseblackmetal
226,heavy / experimental,black metal,cosmic black metal,#D0802F,#D2B041,cosmicblackmetal
227,heavy / experimental,black metal,cryptic black metal,#D0802F,#D29537,crypticblackmetal
228,heavy / experimental,black metal,czsk black metal,#D0802F,#CD7B2E,czskblackmetal
229,heavy / experimental,black metal,danish black metal,#D0802F,#B68430,danishblackmetal
230,heavy / experimental,black metal,dark black metal,#D0802F,#D2822D,darkblackmetal
231,heavy / experimental,black metal,dutch black metal,#D0802F,#AC752C,dutchblackmetal
232,heavy / experimental,black metal,emotional black metal,#D0802F,#D29945,emotionalblackmetal
233,heavy / experimental,black metal,epic black metal,#D0802F,#A8812E,epicblackmetal
234,heavy / experimental,black metal,finnish black metal,#D0802F,#D2A53D,finnishblackmetal
235,heavy / experimental,black metal,folk black metal,#D0802F,#D0A332,folkblackmetal
236,heavy / experimental,black metal,french black metal,#D0802F,#CD962F,frenchblackmetal
237,heavy / experimental,black metal,german black metal,#D0802F,#CF812F,germanblackmetal
238,heavy / experimental,black metal,gothic black metal,#D0802F,#D08D37,gothicblackmetal
239,heavy / experimental,black metal,greek black metal,#D0802F,#BB7533,greekblackmetal
240,heavy / experimental,black metal,hungarian black metal,#D0802F,#D08D4A,hungarianblackmetal
241,heavy / experimental,black metal,icelandic black metal,#D0802F,#B7772F,icelandicblackmetal
242,heavy / experimental,black metal,indonesian black metal,#D0802F,#C29B32,indonesianblackmetal
243,heavy / experimental,black metal,industrial black metal,#D0802F,#D09E2F,industrialblackmetal
244,heavy / experimental,black metal,instrumental black metal,#D0802F,#AD792F,instrumentalblackmetal
245,heavy / experimental,black metal,irish black metal,#D0802F,#CF9731,irishblackmetal
246,heavy / experimental,black metal,italian black metal,#D0802F,#C58C2F,italianblackmetal
247,heavy / experimental,black metal,japanese black metal,#D0802F,#D19346,japaneseblackmetal
248,heavy / experimental,black metal,medieval black metal,#D0802F,#D09845,medievalblackmetal
249,heavy / experimental,black metal,melodic black metal,#D0802F,#B87433,melodicblackmetal
250,heavy / experimental,black metal,native american black metal,#D0802F,#CFA633,nativeamericanblackmetal
251,heavy / experimental,black metal,norwegian black metal,#D0802F,#D29738,norwegianblackmetal
252,heavy / experimental,black metal,occult black metal,#D0802F,#CE994C,occultblackmetal
253,heavy / experimental,black metal,pagan black metal,#D0802F,#C29335,paganblackmetal
254,heavy / experimental,black metal,polish black metal,#D0802F,#CD9D34,polishblackmetal
255,heavy / experimental,black metal,portuguese black metal,#D0802F,#CAA332,portugueseblackmetal
256,heavy / experimental,black metal,progressive black metal,#D0802F,#D49039,progressiveblackmetal
257,heavy / experimental,black metal,raw black metal,#D0802F,#C6802E,rawblackmetal
258,heavy / experimental,black metal,romanian black metal,#D0802F,#D38C46,romanianblackmetal
259,heavy / experimental,black metal,russian black metal,#D0802F,#CB9D35,russianblackmetal
260,heavy / experimental,black metal,spanish black metal,#D0802F,#C57F2D,spanishblackmetal
261,heavy / experimental,black metal,swedish black metal,#D0802F,#D19B40,swedishblackmetal
262,heavy / experimental,black metal,swiss black metal,#D0802F,#CDA43F,swissblackmetal
263,heavy / experimental,black metal,symphonic black metal,#D0802F,#D1A134,symphonicblackmetal
264,heavy / experimental,black metal,turkish black metal,#D0802F,#AB892D,turkishblackmetal
265,heavy / experimental,black metal,ukrainian black metal,#D0802F,#CD843F,ukrainianblackmetal
266,heavy / experimental,black metal,viking black metal,#D0802F,#CE8433,vikingblackmetal
267,rhythm music,blues,(electric) texas blues,#4364B3,#3F65A2,electrictexasblues
268,rhythm music,blues,acoustic blues,#4364B3,#3B53A8,acousticblues
269,rhythm music,blues,afro-cuban percussion,#4364B3,#395BA1,afrocubanpercussion
270,rhythm music,blues,bahamian folk,#4364B3,#4767B3,bahamianfolk
271,rhythm music,blues,ballet class,#4364B3,#415BB6,balletclass
272,rhythm music,blues,beat poetry,#4364B3,#4169A7,beatpoetry
273,rhythm music,blues,bgm,#4364B3,#4563B6,bgm
274,rhythm music,blues,black comedy,#4364B3,#436BB7,blackcomedy
275,rhythm music,blues,boogie woogie / piano blues,#4364B3,#476DB4,boogiewoogiepianoblues
276,rhythm music,blues,boogie-woogie,#4364B3,#557EBA,boogiewoogie
277,rhythm music,blues,bornehistorier,#4364B3,#5376BC,bornehistorier
278,rhythm music,blues,british blues & blues rock,#4364B3,#4677BE,britishblues&bluesrock
279,rhythm music,blues,british comedy,#4364B3,#4265BC,britishcomedy
280,rhythm music,blues,canadian comedy,#4364B3,#3D5DA7,canadiancomedy
281,rhythm music,blues,chanson humoristique,#4364B3,#3D579C,chansonhumoristique
282,rhythm music,blues,chicago / city / urban blues,#4364B3,#5075B8,chicagocityurbanblues
283,rhythm music,blues,chicago blues,#4364B3,#4154AD,chicagoblues
284,rhythm music,blues,chill guitar,#4364B3,#5771BC,chillguitar
285,rhythm music,blues,choro contemporaneo,#4364B3,#3A61A6,chorocontemporaneo
286,rhythm music,blues,classical mandolin,#4364B3,#415BAF,classicalmandolin
287,rhythm music,blues,clean comedy,#4364B3,#4559B2,cleancomedy
288,rhythm music,blues,cocuk masallari,#4364B3,#455BBC,cocukmasallari
289,rhythm music,blues,comedia,#4364B3,#526DBF,comedia
290,rhythm music,blues,comedienne,#4364B3,#40569D,comedienne
291,rhythm music,blues,concertina,#4364B3,#4A60B4,concertina
292,rhythm music,blues,country / folk blues,#4364B3,#3C4EA2,countryfolkblues
293,rhythm music,blues,country boogie,#4364B3,#3C5AA5,countryboogie
294,rhythm music,blues,cuban rumba,#4364B3,#436BAD,cubanrumba
295,rhythm music,blues,deep comedy,#4364B3,#4961BA,deepcomedy
296,rhythm music,blues,delta blues,#4364B3,#4872BF,deltablues
297,rhythm music,blues,detskie rasskazy,#4364B3,#4061BB,detskierasskazy
298,rhythm music,blues,dombra,#4364B3,#4C6DBB,dombra
299,rhythm music,blues,fingerstyle,#4364B3,#4256AF,fingerstyle
300,rhythm music,blues,flamenco guitar,#4364B3,#3C569E,flamencoguitar
301,rhythm music,blues,folklore cuyano,#4364B3,#3B55AA,folklorecuyano
302,rhythm music,blues,folklore uruguayo,#4364B3,#4678C0,folkloreuruguayo
303,rhythm music,blues,french jazz,#4364B3,#4C6BC1,frenchjazz
304,rhythm music,blues,gayageum,#4364B3,#4266B5,gayageum
305,rhythm music,blues,guitarra andina,#4364B3,#5572BA,guitarraandina
306,rhythm music,blues,gypsy jazz,#4364B3,#4C7CC2,gypsyjazz
307,rhythm music,blues,haitian traditional,#4364B3,#4E77BE,haitiantraditional
308,rhythm music,blues,hill country & trance blues,#4364B3,#4E72B7,hillcountry&tranceblues
309,rhythm music,blues,jazz flute,#4364B3,#4E76BD,jazzflute
310,rhythm music,blues,jazz guitar,#4364B3,#3C61B0,jazzguitar
311,rhythm music,blues,jazz puertorriqueno,#4364B3,#557FBA,jazzpuertorriqueno
312,rhythm music,blues,jump blues,#4364B3,#3C5EA0,jumpblues
313,rhythm music,blues,kenyan traditional,#4364B3,#4675BB,kenyantraditional
314,rhythm music,blues,latin jazz,#4364B3,#4A68B7,latinjazz
315,rhythm music,blues,louisiana / swamp blues,#4364B3,#3D68AC,louisianaswampblues
316,rhythm music,blues,mambo,#4364B3,#4361A7,mambo
317,rhythm music,blues,memphis blues,#4364B3,#3E5E9F,memphisblues
318,rhythm music,blues,mluvene slovo,#4364B3,#394DA1,mluveneslovo
319,rhythm music,blues,modern swing,#4364B3,#3E5DA1,modernswing
320,rhythm music,blues,musica llanera,#4364B3,#425CAE,musicallanera
321,rhythm music,blues,musica nublensina,#4364B3,#3F6DAD,musicanublensina
322,rhythm music,blues,musica tradicional cubana,#4364B3,#4369AD,musicatradicionalcubana
323,rhythm music,blues,new comedy,#4364B3,#3F63AE,newcomedy
324,rhythm music,blues,oratory,#4364B3,#4058AE,oratory
325,rhythm music,blues,pansori,#4364B3,#496CC0,pansori
326,rhythm music,blues,piano blues,#4364B3,#3F57B1,pianoblues
327,rhythm music,blues,prank,#4364B3,#4774BA,prank
328,rhythm music,blues,pune indie,#4364B3,#405FAF,puneindie
329,rhythm music,blues,rakugo,#4364B3,#425FAE,rakugo
330,rhythm music,blues,rwandan traditional,#4364B3,#4169BE,rwandantraditional
331,rhythm music,blues,son cubano,#4364B3,#485FB9,soncubano
332,rhythm music,blues,soul blues (southern soul ii),#4364B3,#4F66C1,soulbluessouthernsoulii
333,rhythm music,blues,stubenmusik,#4364B3,#405BB0,stubenmusik
334,rhythm music,blues,swing italiano,#4364B3,#4356AE,swingitaliano
335,rhythm music,blues,tanzlmusi,#4364B3,#3C52A2,tanzlmusi
336,rhythm music,blues,texas blues,#4364B3,#4864C1,texasblues
337,rhythm music,blues,texas blues rock & modern electric,#4364B3,#3D539C,texasbluesrock&modernelectric
338,rhythm music,blues,traditional blues,#4364B3,#4A76BC,traditionalblues
339,rhythm music,blues,trio cubano,#4364B3,#4D71BA,triocubano
340,rhythm music,blues,ugandan traditional,#4364B3,#4D64B9,ugandantraditional
341,rhythm music,blues,vaudeville / classic blues,#4364B3,#4067B6,vaudevilleclassicblues
342,rhythm music,blues,vintage swing,#4364B3,#3D559F,vintageswing
343,rhythm music,blues,vintage western,#4364B3,#465CAC,vintagewestern
344,rhythm music,blues,washboard,#4364B3,#456DB3,washboard
345,rhythm music,blues,west coast blues,#4364B3,#4159A0,westcoastblues
346,rhythm music,blues,zamba,#4364B3,#4E74BF,zamba
347,heavy / experimental,brazilian metal,brazilian heavy metal,#D0802F,#C1792A,brazilianheavymetal
348,electronic music,breakbeat,acid idm,#D52633,#D93E4C,acididm
349,electronic music,breakbeat,alternative dance,#D52633,#C31E2E,alternativedance
350,electronic music,breakbeat,arab electronic,#D52633,#D93A4B,arabelectronic
351,electronic music,breakbeat,australian dance,#D52633,#DF3445,australiandance
352,electronic music,breakbeat,bass music,#D52633,#BD2020,bassmusic
353,electronic music,breakbeat,bassline,#D52633,#D7304A,bassline
354,electronic music,breakbeat,bassline & uk funky,#D52633,#D8373A,bassline&ukfunky
355,electronic music,breakbeat,beach house,#D52633,#D62D38,beachhouse
356,electronic music,breakbeat,belgian dnb,#D52633,#D72E4C,belgiandnb
357,electronic music,breakbeat,big beat,#D52633,#C82633,bigbeat
358,electronic music,breakbeat,bleep techno,#D52633,#DD2C25,bleeptechno
359,electronic music,breakbeat,bolobedu house,#D52633,#DD2B3A,bolobeduhouse
360,electronic music,breakbeat,breakbeat garage & grime,#D52633,#CA2632,breakbeatgarage&grime
361,electronic music,breakbeat,breaks,#D52633,#D1293A,breaks
362,electronic music,breakbeat,brit funk,#D52633,#D92138,britfunk
363,electronic music,breakbeat,britcore,#D52633,#DE2429,britcore
